用户名,时间,内容,星级,点赞,,,
你里一妹,2022-11-0110:22," 提前预约了国庆的名额 南京博物院是国家级的非常大有好几个馆好几层 里面的文物非常之多据说别的博物馆的镇馆之宝拿过来没有亮点哈哈哈哈哈 可以租个电子解说这次我们赶时间只能走马观花没有借我觉得下次来我一定要借一个！仔细看的话真的能呆一下午的！真的太多文物了感觉瞬间穿梭历史了！ 另外主馆旁边有个民国馆很好拍！穿旗袍很出片噢！   		   ",5,0, , , 
匿名用户,2022-10-3118:21," 非常值得一去的博物院，提前在官网预约，直接刷身份证进。很人性化的，一张身份证可以刷两次，给了出来吃饭的时间。历史馆上午10点有志愿者讲解，特展馆下午2点有志愿者讲解。听着讲解，真的能更好的去欣赏一件件精品文物。南博有18件镇馆之宝，快来感受吧   		   ",5,0, , , 
夙愿儒佢,2022-10-3108:30,"口罩病的原因人很少
里面的展更换的太慢了
去年的时候和现在一样
还是最爱五楼的露天咖啡",5,0, , , 
迷路的小王子,2022-10-3022:41," 2022/8/5南京博物院 ???怎么说，理解不了的地方挺多，给我一种又先进又落后，当**又立牌坊的感觉 南京博物院外观真的很美 首先是预约制，应该是有固定的时间放出名额，进行预约，我只是不理解，既然预约制度那为什么还那么多人，其次就是预约的话为什么不在大门告诉预约，我都排队排了几百米进去了，你告诉我需要预约，早干嘛去了 其次就是，可能是我自己不喜欢这样的分类方式，我更喜欢就是那种按照朝代，这样有点太乱了 最后就是盖章的排那么那么长的队，告辞告辞 跟着人工讲解浏览了整个历史馆，拍了自己喜欢的文物，在南京博物馆听的最多的就是努尔哈赤，皇太极的故事，到了南京博物院听的最多的就是朱元璋，太平天国，孙中山的故事，明清的历史这下子整明白了   		   ",1.5,0, , , 
餘.歡,2022-10-3020:21," 历史与文化的碰撞。中国三大博物院之一。传承千年的经典，如同活着一般来到了眼前。前世繁荣的昌盛，无不彰显的泱泱中华的强大。很有意义的旅游区，来江苏不来此，总是少了份遗憾。 文脉传承，悠悠岁月，中华依旧是中华，愿祖国依旧繁荣。展望历史，发愤图强。   		   ",5,1, , , 
苗,2022-10-3018:29," 地铁2号线明故宫地铁站1号口出来左转直行 提前要在小程序预约，带48小时核酸证明即可 进去以后可以租讲解器，20元一个，下午四点半之前还就可以了。讲解器是感应的，走到有讲解的展览品会自动讲解。 里面每个展馆都有很特色的章。可以自己带本子盖也可以文创店买专门本子。   		   ",5,1, , , 
丹丹。Fiona马上,2022-10-3010:49," 交通： 很方便的，2号线到明孝陵，出来走3-5分钟就到了。都有指示牌的，不过要准备好48小时核酸哟 展览内容： 有好多馆，最少要2个小时才能粗略走完。如果想要详细了解，可以租赁讲解器。 展览亮点： 唐三彩好漂亮，按比例变小的江南园林很有特色，城门也恢弘大气。碧玉、白玉、紫砂等等，猴猴看！   		   ",5,0, , , 
张夏天来了,2022-10-2922:50," 够气派！南京博物馆外观建设排场十足，进的过道都要步行很长，前厅广场在夏季步行的话很晒。 里面的场馆建设的也很丰富，无论从自然科学，还是历代展品，确实非常让人惊叹。 非常适合带孩子来游览。 整体而言，建议预留三个小时。   		   ",4.5,0, , , 
灵,2022-10-2912:02," 南京的这个博物院非常好，里面很大，而且在地理设置上也比较人性化，指引也还算不错，比较清晰方便。 提前预约票哦 这里面的宝物，感觉比故宫的珍宝馆的宝物，要多的多，还是很值得一看。 建议上午来我们上午来游玩，中午一点多往外走的时候，看到大队的人马排着长队在往里走。 上午游玩的人，可能还有些没出来，而下午的人已经排着长队，所以感觉上午来人会少一些。   		   ",4.5,1, , , 
你如歌我是听者,2022-10-2816:48," 因公出差，去年夏天的时候来的南京，气候跟东北差别很大，属于湿热，感觉很闷，让人透不过气，每次出差我都会利用空闲时间去当地逛逛，若是想了解当地风土人情，每个地方的博物馆都是必须去的，里面有这个地方的历史，馆内能看到一些日军侵华时期的罪证，适合带孩子去做爱国主义教育，落后就要挨打！少年强则中国强！   		   ",4.5,1, , , 
柒筱齊,2022-10-2814:15," 貌似我是第一次来，小时候不记得有没有来过，这次也是因为路过，过来逛一逛，和家人一起来的，哇塞，进来第一感觉就是里面好大，如果是带孩子过来玩的，可以玩上一整天啊！里面也有卖吃的，不用担心饿肚子，哈哈，打卡！   		   ",5,0, , , 
抹茶喵的Dream,2022-10-2813:10," 交通： 很方便，下了地铁走几步就到了 展览内容： 作为南京人没事就来逛逛，可惜闭关好早，睡懒觉再来都逛不完租用设备要大约20元？自己看纯纯免费啦 tips： 建议进门左边的服务台取一张地图，能比较完整的看到馆内结构规划路线。还有就是馆内有盖纪念章，可以自己带本子来哇！下次我也要带上，希望活动不要停   		   ",5,0, , , 
贝贝,2022-10-2812:30," 去参观过的最大的博物馆，微信步数分分钟一万?  比较可惜的就是很多镇馆之宝没有展出没有看到，有点可惜。真的很大，设置的挺合理的，小盆友很多，适合带着小盆友来玩，并且全部免费。  印象最深的就是这个雕塑了，真的一眼就认出来了不剧透名字了我猜肯定都一眼认出来了吧哈哈哈哈其它专题馆也都挺有意思的可以租一个讲解器或者蹭别人的讲解员   		   ",5,1, , , 
Lmmmmm,2022-10-2618:24," 已经是第二次来了，提前在公众号预约，凭身份证入园。里面很安静，比较大，从人类的起源到现代文明都可以一次性看到。民国馆里的饮料店也都开了，上次来因为疫情都没开。数字馆个人觉得普普通通。第二次来也是普普通通哈哈哈   		   ",4.5,0, , , 
兔子爱吃冰淇淋,2022-10-2601:19," 南京博物院真的超级赞！作为一个免费的博物馆可以做到这么棒，真的很震撼，还没去的时候我想一般免费的博物馆也就这样的，但是进去之后真的好震撼，本以为四个小时就能逛完的，愣是走了一条，脚不是自己的了。从不同纬度，不同朝代，方方面面了解了一些历史文化，真的时间有限没有好好参观，下次有机会一定好好学习一下 P.S.一定要租个电子导览讲解，不然进去真的看不明白   		   ",5,0, , , 
吴mori,2022-10-2520:32," 到南京高低得来一次南京博物院，不是博物馆而是博物院，说明带有研究院性质。  南博不长于青铜器也不长于瓷器，真说起来砖画、金器、金陵十朝古都历史变迁是高光部分，在按时间顺序展览的历史馆里，肉眼可见明代的丰富程度极高。  民国馆非常惊艳，很有漫步民国街头的感觉，而且还真得有点人，才显热闹。这个馆在单独的一个侧馆地下层，要仔细问一下工作人员具体位置。   		   ",5,0, , , 
匿名用户,2022-10-2513:38,里面很大很丰富，还有视频讲解，带小朋友来差来可以更多的认识,5,0, , , 
豆豆吃豆豆,2022-10-2503:20," 南京博物馆是第二次来了，以前来的时候因为比较迟了，所以没有逛完所有的馆，这次就好好的刷了一次，包括需要额外付费的馆。还是一如既往的吸引我，里面的展品都特别的有代表性，很有意义。整个展馆的氛围，布局，动线都特别的合理，不愧为博物院，是一个可以与故宫博物院相媲美，值得一逛的好地方！   		   ",4.5,2, , , 
麻辣卤鱼虾,2022-10-2415:24," 国庆期间去的，好多人，直接外网上预约的，到了刷身份证就可以进，很方便，下午4点就不能入场了，建议大家早点过去。分好几个馆，地方很大，慢慢走慢慢逛，边学习边观赏美好的事物，能逛一天，也可以租个讲解仪器。最喜欢民国馆，一进去就是民国风那种，很有特色。   		   ",5,1, , , 
天空之城,2022-10-2404:49," 南京博物院里面的文物真的太多太多了。场馆分类比较精细，有很多不同的文物馆。每个馆里面侧重点不同，每个展区都是按照历史的顺序来排序，与此同时还有很多与科技现代化技术结合的一些展馆，另外民国风情街打造的可以说是非常好，既保留了民国的特色，也有很多店铺开在里面，十分受游客欢迎。仔细逛的话，真的需要一整天的时间。   		   ",5,0, , , 
Sumimi,2022-10-2401:28," 很幸运，赶上了志愿者严文老师的讲解，在特展厅，两个小时讲解下来老师依然充满热情。真让人心生敬佩！ 今天由于时间有限，参观路线是历史馆-特展馆-数字馆-民国馆。 进入到历史馆就惊呆了，是从数十万年前的旧石器时代开始，时间一直到明清，一共六个大主题展厅。 南博真的太太太太大了，特展馆是一定要看的，很多镇馆之宝都在这里，加上今天严文老师的仔细讲解，不仅对这些藏品有了初步了了解，更感叹展陈形式也有这么多的小巧思在里面。十分震撼。近期展出的重磅藏品是汉代铜牛灯，一定不要错过这个作品。 民国馆也很有意思，就像到了剧组一样，民国各类生活场景都有呈现，里面的店铺也都是营业状态，文创做成这样太酷了。 如果有时间，最好用两到三天，好好参观一下。参观博物馆确实也是很耗费体力，出来我们就走不动了，找个地方按摩。   		   ",5,0, , , 
Wxyai,2022-10-2321:34," 南京博物院 南京市玄武区中山东路321号  交通： 可以乘坐地铁②号线，在明故宫站下车然后走400米到 很民国风，适合穿着旗袍拍照，也出片 门票是免费的，别忘记了要预约哦，还要带上身份，刷身份证直接进入园区早点去！   		   ",4.5,0, , , 
大智若愚,2022-10-2320:30," 好几年没去了，再去还是要预约，人流量也挺大的，给孩子是报名参加了一个讲解的团队，他跟着带队老师，我就自己随意逛逛。当然几大展厅我觉得最值得逛的就是民国馆，带您一起穿越一把的感觉。还有印章打卡，也是需要买个纪念册才可以盖   		   ",5,1, , , 
棉羊兴,2022-10-2318:07," 大夏天去的，队都排到地铁出口了，到现在我都很震惊那个队，是我见过的第二长的队了，第一长的是黄码核酸队，去前也没做啥攻略，边上有卖水和冰淇淋的，没忍住，买了瓶水，里面真的很大，我都是随波逐流型的，走到哪算哪，该说不说，古人的品味真的超绝，第二张图实物真的很好看   		   ",4.5,1, , , 
周末喷水池,2022-10-2309:47," 一个人的南京之旅早上去了博物馆 进馆前需要扫码然后在小程序上预约免费的 场馆比较大个人认为比较有意思的就是民国馆 会让你感觉到穿越的错觉非常神话 其实我觉得最舒服的就是在出口的石凳上躺下来 被温暖的阳光射在身上听着音乐微风袭来好不美妙   		   ",5,1, , , 
